Year,Indicator,Value
2009,Gross national expenditure (constant 2015 US$),216397751187.196
2010,Gross national expenditure (constant 2015 US$),233315272878.913
2011,Gross national expenditure (constant 2015 US$),241843810296.485
2012,Gross national expenditure (constant 2015 US$),259849868704.755
2013,Gross national expenditure (constant 2015 US$),280395876872.281
2014,Gross national expenditure (constant 2015 US$),297296113260.517
2015,Gross national expenditure (constant 2015 US$),320926902327.415
2016,Gross national expenditure (constant 2015 US$),353533299075.084
2017,Gross national expenditure (constant 2015 US$),378699346412.829
2018,Gross national expenditure (constant 2015 US$),408341585394.498
2019,Gross national expenditure (constant 2015 US$),431416949806.229
2020,Gross national expenditure (constant 2015 US$),379500970059.967
2021,Gross national expenditure (constant 2015 US$),407569509604.816
2022,Gross national expenditure (constant 2015 US$),443851427699.299
2023,Gross national expenditure (constant 2015 US$),465987523735.496
2024,Gross national expenditure (constant 2015 US$),492808551365.983
1960,Gross national expenditure (constant LCU),1570603795200.0
1961,Gross national expenditure (constant LCU),1676781398230.0
1962,Gross national expenditure (constant LCU),1750449926090.0
1963,Gross national expenditure (constant LCU),1891934325110.0
1964,Gross national expenditure (constant LCU),1989993032730.0
1965,Gross national expenditure (constant LCU),2091319143630.0
1966,Gross national expenditure (constant LCU),2170421387070.0
1967,Gross national expenditure (constant LCU),2310475108170.0
1968,Gross national expenditure (constant LCU),2403991028770.0
1969,Gross national expenditure (constant LCU),2505265054380.0
1970,Gross national expenditure (constant LCU),2553875263820.0
1971,Gross national expenditure (constant LCU),2662760698270.0
1972,Gross national expenditure (constant LCU),2773053723850.0
1973,Gross national expenditure (constant LCU),2977144358310.0
1974,Gross national expenditure (constant LCU),3236546443980.0
1975,Gross national expenditure (constant LCU),3528599793050.0
1976,Gross national expenditure (constant LCU),3809295543300.0
1977,Gross national expenditure (constant LCU),3953355595180.0
1978,Gross national expenditure (constant LCU),4180259967500.0
1979,Gross national expenditure (constant LCU),4373619244700.0
1980,Gross national expenditure (constant LCU),4476568289600.0
1981,Gross national expenditure (constant LCU),4575782573300.0
1982,Gross national expenditure (constant LCU),4815370214200.0
1983,Gross national expenditure (constant LCU),4894303920900.0
1984,Gross national expenditure (constant LCU),4398518820730.0
1985,Gross national expenditure (constant LCU),4124552857990.0
1986,Gross national expenditure (constant LCU),4273594921190.0
1987,Gross national expenditure (constant LCU),4521256697410.0
1988,Gross national expenditure (constant LCU),4851814614730.0
1989,Gross national expenditure (constant LCU),5212751603990.0
1990,Gross national expenditure (constant LCU),5597903105100.0
1991,Gross national expenditure (constant LCU),5480842934300.0
1992,Gross national expenditure (constant LCU),5672868010700.0
1993,Gross national expenditure (constant LCU),5887291314600.0
1994,Gross national expenditure (constant LCU),6130474946700.0
1995,Gross national expenditure (constant LCU),6323273735200.0
1996,Gross national expenditure (constant LCU),6655833596100.0
1997,Gross national expenditure (constant LCU),7032124299600.0
1998,Gross national expenditure (constant LCU),7052656660700.0
1999,Gross national expenditure (constant LCU),7049767328800.0
2000,Gross national expenditure (constant LCU),7318668929600.0
2001,Gross national expenditure (constant LCU),7751180570600.0
2002,Gross national expenditure (constant LCU),8096829157200.0
2003,Gross national expenditure (constant LCU),8438855011700.0
2004,Gross national expenditure (constant LCU),8909419694100.0
2005,Gross national expenditure (constant LCU),9157789944600.0
2006,Gross national expenditure (constant LCU),9396057612200.0
2007,Gross national expenditure (constant LCU),9916794554300.0
2008,Gross national expenditure (constant LCU),10592335951500.0
2009,Gross national expenditure (constant LCU),10794349653300.0
2010,Gross national expenditure (constant LCU),11647101228100.0
2011,Gross national expenditure (constant LCU),12069679512200.0
2012,Gross national expenditure (constant LCU),12967300537400.0
2013,Gross national expenditure (constant LCU),13998142947100.0
2014,Gross national expenditure (constant LCU),14843250013100.0
2015,Gross national expenditure (constant LCU),16026753473300.0
2016,Gross national expenditure (constant LCU),17663203041800.0
2017,Gross national expenditure (constant LCU),18924035438700.0
2018,Gross national expenditure (constant LCU),20408827243700.0
2019,Gross national expenditure (constant LCU),21559672172800.0
2020,Gross national expenditure (constant LCU),18939065045700.0
2021,Gross national expenditure (constant LCU),20349619517700.0
2022,Gross national expenditure (constant LCU),22165605199400.0
2023,Gross national expenditure (constant LCU),23272448846600.0
2024,Gross national expenditure (constant LCU),24614125697100.0
1960,Gross national expenditure (current LCU),306677481890.0
1961,Gross national expenditure (current LCU),306677481890.0
1962,Gross national expenditure (current LCU),306677481890.0
1963,Gross national expenditure (current LCU),306677481890.0
1964,Gross national expenditure (current LCU),306677481890.0
1965,Gross national expenditure (current LCU),306677481890.0
1966,Gross national expenditure (current LCU),306677481890.0
1967,Gross national expenditure (current LCU),306677481890.0
1968,Gross national expenditure (current LCU),306677481890.0
1969,Gross national expenditure (current LCU),306677481890.0
1970,Gross national expenditure (current LCU),306677481890.0
1971,Gross national expenditure (current LCU),306677481890.0
1972,Gross national expenditure (current LCU),306677481890.0
1973,Gross national expenditure (current LCU),306677481890.0
1974,Gross national expenditure (current LCU),306677481890.0
1975,Gross national expenditure (current LCU),306677481890.0
1976,Gross national expenditure (current LCU),306677481890.0
1977,Gross national expenditure (current LCU),306677481890.0
1978,Gross national expenditure (current LCU),306677481890.0
1979,Gross national expenditure (current LCU),306677481890.0
1980,Gross national expenditure (current LCU),306677481890.0
1981,Gross national expenditure (current LCU),306677481890.0
1982,Gross national expenditure (current LCU),350612952000.0
1983,Gross national expenditure (current LCU),405284039290.0
1984,Gross national expenditure (current LCU),554961637840.0
1985,Gross national expenditure (current LCU),606765835730.0
1986,Gross national expenditure (current LCU),651043706900.0
1987,Gross national expenditure (current LCU),727820213280.0
1988,Gross national expenditure (current LCU),861679956130.0
1989,Gross national expenditure (current LCU),1027967940190.0
1990,Gross national expenditure (current LCU),1238104821370.0
1991,Gross national expenditure (current LCU),1421796567900.0
1992,Gross national expenditure (current LCU),1577882523500.0
1993,Gross national expenditure (current LCU),1774120618100.0
1994,Gross national expenditure (current LCU),2023471889100.0
1995,Gross national expenditure (current LCU),2256061732200.0
1996,Gross national expenditure (current LCU),2604510831200.0
1997,Gross national expenditure (current LCU),2947378144700.0
1998,Gross national expenditure (current LCU),3195893279200.0
1999,Gross national expenditure (current LCU),3359753379000.0
2000,Gross national expenditure (current LCU),3640796129900.0
2001,Gross national expenditure (current LCU),4128606147200.0
2002,Gross national expenditure (current LCU),4517336053600.0
2003,Gross national expenditure (current LCU),4857673463900.0
2004,Gross national expenditure (current LCU),5508728985900.0
2005,Gross national expenditure (current LCU),5999271936300.0
2006,Gross national expenditure (current LCU),6442965376200.0
2007,Gross national expenditure (current LCU),7026682445800.0
2008,Gross national expenditure (current LCU),8128078606400.0
2009,Gross national expenditure (current LCU),8427971913900.0
2010,Gross national expenditure (current LCU),9432783003400.0
2011,Gross national expenditure (current LCU),10406898686000.0
2012,Gross national expenditure (current LCU),11382215025400.0
2013,Gross national expenditure (current LCU),12468740490200.0
2014,Gross national expenditure (current LCU),13571226263400.0
2015,Gross national expenditure (current LCU),14603085488300.0
2016,Gross national expenditure (current LCU),16408050168200.0
2017,Gross national expenditure (current LCU),18057310842800.0
2018,Gross national expenditure (current LCU),20408827243700.0
2019,Gross national expenditure (current LCU),21874840764300.0
2020,Gross national expenditure (current LCU),19345312502000.0
2021,Gross national expenditure (current LCU),21736110915300.0
2022,Gross national expenditure (current LCU),25476776678800.0
2023,Gross national expenditure (current LCU),27753025642500.0
2024,Gross national expenditure (current LCU),30238406044500.0
1960,Gross national expenditure (current US$),38821654363.168
1961,Gross national expenditure (current US$),38821654363.168
1962,Gross national expenditure (current US$),38821654363.168
1963,Gross national expenditure (current US$),38821654363.168
1964,Gross national expenditure (current US$),38821654363.168
1965,Gross national expenditure (current US$),38821654363.168
1966,Gross national expenditure (current US$),38821654363.168
1967,Gross national expenditure (current US$),38821654363.168
1968,Gross national expenditure (current US$),38821654363.168
1969,Gross national expenditure (current US$),38821654363.168
1970,Gross national expenditure (current US$),38821654363.168
1971,Gross national expenditure (current US$),38821654363.168
1972,Gross national expenditure (current US$),38821654363.168
1973,Gross national expenditure (current US$),38821654363.168
1974,Gross national expenditure (current US$),38821654363.168
1975,Gross national expenditure (current US$),38821654363.168
1976,Gross national expenditure (current US$),38821654363.168
1977,Gross national expenditure (current US$),38821654363.168
1978,Gross national expenditure (current US$),38821654363.168
1979,Gross national expenditure (current US$),38821654363.168
1980,Gross national expenditure (current US$),38821654363.168
1981,Gross national expenditure (current US$),38821654363.168
1982,Gross national expenditure (current US$),41055380796.2529
1983,Gross national expenditure (current US$),36470292484.7272
1984,Gross national expenditure (current US$),33233806941.2316
1985,Gross national expenditure (current US$),32608947356.9089
1986,Gross national expenditure (current US$),31936320549.0834
1987,Gross national expenditure (current US$),35386606083.5753
1988,Gross national expenditure (current US$),40848221464.8958
1989,Gross national expenditure (current US$),47291849459.7359
1990,Gross national expenditure (current US$),50928809418.564
1991,Gross national expenditure (current US$),51741895890.527
1992,Gross national expenditure (current US$),61847448046.2355
1993,Gross national expenditure (current US$),65417808042.5395
1994,Gross national expenditure (current US$),76596854200.9066
1995,Gross national expenditure (current US$),87735115497.4357
1996,Gross national expenditure (current US$),99347760772.9601
1997,Gross national expenditure (current US$),100010598497.665
1998,Gross national expenditure (current US$),78152480169.6132
1999,Gross national expenditure (current US$),85951414468.8799
2000,Gross national expenditure (current US$),82385398568.7536
2001,Gross national expenditure (current US$),80964809544.9144
2002,Gross national expenditure (current US$),87539220953.4663
2003,Gross national expenditure (current US$),89619460557.8959
2004,Gross national expenditure (current US$),98300091805.9889
2005,Gross national expenditure (current US$),108908384376.416
2006,Gross national expenditure (current US$),125558933207.531
2007,Gross national expenditure (current US$),152262783025.306
2008,Gross national expenditure (current US$),183381670746.087
2009,Gross national expenditure (current US$),176762312578.472
2010,Gross national expenditure (current US$),209107808991.883
2011,Gross national expenditure (current US$),240271183451.801
2012,Gross national expenditure (current US$),269536817837.213
2013,Gross national expenditure (current US$),293754090978.966
2014,Gross national expenditure (current US$),305691613625.217
2015,Gross national expenditure (current US$),320926902327.415
2016,Gross national expenditure (current US$),345487447612.741
2017,Gross national expenditure (current US$),358253534516.897
2018,Gross national expenditure (current US$),387547912081.005
2019,Gross national expenditure (current US$),422328604710.928
2020,Gross national expenditure (current US$),389837076367.094
2021,Gross national expenditure (current US$),441301153555.248
2022,Gross national expenditure (current US$),467654406491.483
2023,Gross national expenditure (current US$),498882699048.719
2024,Gross national expenditure (current US$),527806952887.866
1960,Gross national expenditure deflator (base year varies by country),6.7021864998456
1961,Gross national expenditure deflator (base year varies by country),6.7021864998456
1962,Gross national expenditure deflator (base year varies by country),6.7021864998456
1963,Gross national expenditure deflator (base year varies by country),6.7021864998456
1964,Gross national expenditure deflator (base year varies by country),6.7021864998456
1965,Gross national expenditure deflator (base year varies by country),6.7021864998456
1966,Gross national expenditure deflator (base year varies by country),6.7021864998456
1967,Gross national expenditure deflator (base year varies by country),6.7021864998456
1968,Gross national expenditure deflator (base year varies by country),6.7021864998456
1969,Gross national expenditure deflator (base year varies by country),6.7021864998456
1970,Gross national expenditure deflator (base year varies by country),6.7021864998456
1971,Gross national expenditure deflator (base year varies by country),6.7021864998456
1972,Gross national expenditure deflator (base year varies by country),6.7021864998456
1973,Gross national expenditure deflator (base year varies by country),6.7021864998456
1974,Gross national expenditure deflator (base year varies by country),6.7021864998456
1975,Gross national expenditure deflator (base year varies by country),6.7021864998456
1976,Gross national expenditure deflator (base year varies by country),6.7021864998456
1977,Gross national expenditure deflator (base year varies by country),6.7021864998456
1978,Gross national expenditure deflator (base year varies by country),6.7021864998456
1979,Gross national expenditure deflator (base year varies by country),6.7021864998456
1980,Gross national expenditure deflator (base year varies by country),6.7021864998456
1981,Gross national expenditure deflator (base year varies by country),6.7021864998456
1982,Gross national expenditure deflator (base year varies by country),7.28112141754087
1983,Gross national expenditure deflator (base year varies by country),8.28072890118915
1984,Gross national expenditure deflator (base year varies by country),12.6170117818865
1985,Gross national expenditure deflator (base year varies by country),14.71106945701
1986,Gross national expenditure deflator (base year varies by country),15.2340996024657
1987,Gross national expenditure deflator (base year varies by country),16.097741446464
1988,Gross national expenditure deflator (base year varies by country),17.7599521942565
1989,Gross national expenditure deflator (base year varies by country),19.7202556017279
1990,Gross national expenditure deflator (base year varies by country),22.1172963898217
1991,Gross national expenditure deflator (base year varies by country),25.9412025657982
1992,Gross national expenditure deflator (base year varies by country),27.8145467252868
1993,Gross national expenditure deflator (base year varies by country),30.1347516760437
1994,Gross national expenditure deflator (base year varies by country),33.0067720150985
1995,Gross national expenditure deflator (base year varies by country),35.6786978814644
1996,Gross national expenditure deflator (base year varies by country),39.1312492056009
1997,Gross national expenditure deflator (base year varies by country),41.9130552750277
1998,Gross national expenditure deflator (base year varies by country),45.3147435491748
1999,Gross national expenditure deflator (base year varies by country),47.657649143605
2000,Gross national expenditure deflator (base year varies by country),49.7466979982518
2001,Gross national expenditure deflator (base year varies by country),53.2642235540181
2002,Gross national expenditure deflator (base year varies by country),55.7914211340747
2003,Gross national expenditure deflator (base year varies by country),57.5631819383685
2004,Gross national expenditure deflator (base year varies by country),61.8303904747915
2005,Gross national expenditure deflator (base year varies by country),65.5100408787771
2006,Gross national expenditure deflator (base year varies by country),68.5709437097783
2007,Gross national expenditure deflator (base year varies by country),70.8563881940377
2008,Gross national expenditure deflator (base year varies by country),76.7354683954201
2009,Gross national expenditure deflator (base year varies by country),78.0776256522637
2010,Gross national expenditure deflator (base year varies by country),80.9882460765628
2011,Gross national expenditure deflator (base year varies by country),86.2234881670283
2012,Gross national expenditure deflator (base year varies by country),87.7762876905002
2013,Gross national expenditure deflator (base year varies by country),89.0742474721131
2014,Gross national expenditure deflator (base year varies by country),91.4302881877125
2015,Gross national expenditure deflator (base year varies by country),91.1169284074171
2016,Gross national expenditure deflator (base year varies by country),92.8939679251284
2017,Gross national expenditure deflator (base year varies by country),95.419980063409
2018,Gross national expenditure deflator (base year varies by country),100.0
2019,Gross national expenditure deflator (base year varies by country),101.461843153152
2020,Gross national expenditure deflator (base year varies by country),102.145023818862
2021,Gross national expenditure deflator (base year varies by country),106.813352929739
2022,Gross national expenditure deflator (base year varies by country),114.938331029597
2023,Gross national expenditure deflator (base year varies by country),119.252708752025
2024,Gross national expenditure deflator (base year varies by country),122.849807531708
1960,Gross savings (% of GDP),30.4943466214422
1961,Gross savings (% of GDP),30.4943466214422
1962,Gross savings (% of GDP),30.4943466214422
1963,Gross savings (% of GDP),30.4943466214422
1964,Gross savings (% of GDP),30.4943466214422
1965,Gross savings (% of GDP),30.4943466214422
1966,Gross savings (% of GDP),30.4943466214422
1967,Gross savings (% of GDP),30.4943466214422
1968,Gross savings (% of GDP),30.4943466214422
1969,Gross savings (% of GDP),30.4943466214422
1970,Gross savings (% of GDP),30.4943466214422
1971,Gross savings (% of GDP),30.4943466214422
1972,Gross savings (% of GDP),30.4943466214422
1973,Gross savings (% of GDP),30.4943466214422
1974,Gross savings (% of GDP),30.4943466214422
1975,Gross savings (% of GDP),30.4943466214422
1976,Gross savings (% of GDP),30.4943466214422
1977,Gross savings (% of GDP),30.4943466214422
1978,Gross savings (% of GDP),30.4943466214422
1979,Gross savings (% of GDP),30.4943466214422
1980,Gross savings (% of GDP),30.4943466214422
1981,Gross savings (% of GDP),30.4943466214422
1982,Gross savings (% of GDP),28.0903165986684
1983,Gross savings (% of GDP),30.6211599923462
1984,Gross savings (% of GDP),23.7699698296391
1985,Gross savings (% of GDP),18.2089761111787
1986,Gross savings (% of GDP),18.4915651725267
1987,Gross savings (% of GDP),21.8089141895873
1988,Gross savings (% of GDP),22.62683359253
1989,Gross savings (% of GDP),22.1740508126921
1990,Gross savings (% of GDP),22.4397324368827
1991,Gross savings (% of GDP),20.9940259165043
1992,Gross savings (% of GDP),20.7100674276883
1993,Gross savings (% of GDP),20.3512734374584
1994,Gross savings (% of GDP),22.4209070619903
1995,Gross savings (% of GDP),21.9351325155766
1996,Gross savings (% of GDP),22.4067471448509
1997,Gross savings (% of GDP),23.9122337867866
1998,Gross savings (% of GDP),29.6191580479745
1999,Gross savings (% of GDP),35.9678010817108
2000,Gross savings (% of GDP),33.3916737451306
2001,Gross savings (% of GDP),34.6236833401699
2002,Gross savings (% of GDP),35.2688442852804
2003,Gross savings (% of GDP),35.6099556982049
2004,Gross savings (% of GDP),36.2292309162938
2005,Gross savings (% of GDP),37.7714550955846
2006,Gross savings (% of GDP),37.2282016275856
2007,Gross savings (% of GDP),36.7544223626749
2008,Gross savings (% of GDP),36.0222747408748
2009,Gross savings (% of GDP),37.9486917120278
2010,Gross savings (% of GDP),39.7514910839799
2011,Gross savings (% of GDP),36.8750710888523
2012,Gross savings (% of GDP),35.1328493512711
2013,Gross savings (% of GDP),36.3544017148818
2014,Gross savings (% of GDP),37.3474479713157
2015,Gross savings (% of GDP),35.6348333700962
2016,Gross savings (% of GDP),35.0547724231085
2017,Gross savings (% of GDP),35.4886316753905
2018,Gross savings (% of GDP),33.8070507208738
2019,Gross savings (% of GDP),31.7551872075089
2020,Gross savings (% of GDP),24.8181733606399
2021,Gross savings (% of GDP),20.2029188331693
2022,Gross savings (% of GDP),22.4737175447068
2023,Gross savings (% of GDP),27.3405418998093
2024,Gross savings (% of GDP),29.239965639609
1960,Gross savings (% of GNI),30.8963871139961
1961,Gross savings (% of GNI),30.8963871139961
1962,Gross savings (% of GNI),30.8963871139961
1963,Gross savings (% of GNI),30.8963871139961
1964,Gross savings (% of GNI),30.8963871139961
1965,Gross savings (% of GNI),30.8963871139961
1966,Gross savings (% of GNI),30.8963871139961
1967,Gross savings (% of GNI),30.8963871139961
1968,Gross savings (% of GNI),30.8963871139961
1969,Gross savings (% of GNI),30.8963871139961
1970,Gross savings (% of GNI),30.8963871139961
1971,Gross savings (% of GNI),30.8963871139961
1972,Gross savings (% of GNI),30.8963871139961
1973,Gross savings (% of GNI),30.8963871139961
1974,Gross savings (% of GNI),30.8963871139961
1975,Gross savings (% of GNI),30.8963871139961
1976,Gross savings (% of GNI),30.8963871139961
1977,Gross savings (% of GNI),30.8963871139961
1978,Gross savings (% of GNI),30.8963871139961
1979,Gross savings (% of GNI),30.8963871139961
1980,Gross savings (% of GNI),30.8963871139961
1981,Gross savings (% of GNI),30.8963871139961
1982,Gross savings (% of GNI),28.8027766952598
1983,Gross savings (% of GNI),31.3339903832274
1984,Gross savings (% of GNI),24.7934851191543
1985,Gross savings (% of GNI),18.9217591369126
1986,Gross savings (% of GNI),19.2393518675768
1987,Gross savings (% of GNI),22.5370609344579
1988,Gross savings (% of GNI),23.2807114680981
1989,Gross savings (% of GNI),22.8752006220961
1990,Gross savings (% of GNI),22.7752172675084
1991,Gross savings (% of GNI),21.0786921415548
1992,Gross savings (% of GNI),20.5111421634772
1993,Gross savings (% of GNI),20.0526008810082
1994,Gross savings (% of GNI),21.8679268512637
1995,Gross savings (% of GNI),21.3475015470679
1996,Gross savings (% of GNI),21.6558256092225
1997,Gross savings (% of GNI),22.7791615388543
1998,Gross savings (% of GNI),25.9909220515984
1999,Gross savings (% of GNI),31.7241450689843
2000,Gross savings (% of GNI),30.5147800353232
2001,Gross savings (% of GNI),31.5979627925909
2002,Gross savings (% of GNI),32.1991026285545
2003,Gross savings (% of GNI),32.5469384026744
2004,Gross savings (% of GNI),33.1381312197396
2005,Gross savings (% of GNI),34.41284260691
2006,Gross savings (% of GNI),34.0924550555639
2007,Gross savings (% of GNI),33.7254796774577
2008,Gross savings (% of GNI),32.9368133009572
2009,Gross savings (% of GNI),34.0198883358832
2010,Gross savings (% of GNI),35.741382832718
2011,Gross savings (% of GNI),33.2829042814203
2012,Gross savings (% of GNI),31.6412096044193
2013,Gross savings (% of GNI),32.5291755609454
2014,Gross savings (% of GNI),33.4881814367612
2015,Gross savings (% of GNI),31.9801126573168
2016,Gross savings (% of GNI),31.5508392915094
2017,Gross savings (% of GNI),31.9625288212931
2018,Gross savings (% of GNI),30.5502451024118
2019,Gross savings (% of GNI),28.8651106938163
2020,Gross savings (% of GNI),23.0698660517248
2021,Gross savings (% of GNI),19.5090308041747
2022,Gross savings (% of GNI),21.2264538200809
2023,Gross savings (% of GNI),24.6401595566431
2024,Gross savings (% of GNI),25.8691996655251
1960,Gross savings (current LCU),97560867260.0
1961,Gross savings (current LCU),97560867260.0
1962,Gross savings (current LCU),97560867260.0
1963,Gross savings (current LCU),97560867260.0
1964,Gross savings (current LCU),97560867260.0
1965,Gross savings (current LCU),97560867260.0
1966,Gross savings (current LCU),97560867260.0
1967,Gross savings (current LCU),97560867260.0
1968,Gross savings (current LCU),97560867260.0
1969,Gross savings (current LCU),97560867260.0
1970,Gross savings (current LCU),97560867260.0
1971,Gross savings (current LCU),97560867260.0
1972,Gross savings (current LCU),97560867260.0
1973,Gross savings (current LCU),97560867260.0
1974,Gross savings (current LCU),97560867260.0
1975,Gross savings (current LCU),97560867260.0
1976,Gross savings (current LCU),97560867260.0
1977,Gross savings (current LCU),97560867260.0
1978,Gross savings (current LCU),97560867260.0
1979,Gross savings (current LCU),97560867260.0
1980,Gross savings (current LCU),97560867260.0
1981,Gross savings (current LCU),97560867260.0
1982,Gross savings (current LCU),101248550710.0
1983,Gross savings (current LCU),128488555404.0
1984,Gross savings (current LCU),141823034538.0
1985,Gross savings (current LCU),118456733886.0
1986,Gross savings (current LCU),128119259377.0
1987,Gross savings (current LCU),169516994835.0
1988,Gross savings (current LCU),205967571585.0
1989,Gross savings (current LCU),233831689970.0
1990,Gross savings (current LCU),275533368660.0
1991,Gross savings (current LCU),298736069291.0
1992,Gross savings (current LCU),319250694172.0
1993,Gross savings (current LCU),342394071358.0
1994,Gross savings (current LCU),433320445212.0
1995,Gross savings (current LCU),477436540360.0
1996,Gross savings (current LCU),555979433900.0
1997,Gross savings (current LCU),663175937840.0
1998,Gross savings (current LCU),902265339950.0
1999,Gross savings (current LCU),1204053501572.0
2000,Gross savings (current LCU),1234675904650.0
2001,Gross savings (current LCU),1393395145400.0
2002,Gross savings (current LCU),1534392151560.0
2003,Gross savings (current LCU),1680009673638.0
2004,Gross savings (current LCU),1928809538120.0
2005,Gross savings (current LCU),2235043627276.73
2006,Gross savings (current LCU),2438602490238.28
2007,Gross savings (current LCU),2645673328761.66
2008,Gross savings (current LCU),2899865384744.14
2009,Gross savings (current LCU),3184055171791.12
2010,Gross savings (current LCU),3736421830049.21
2011,Gross savings (current LCU),3740851075980.81
2012,Gross savings (current LCU),3885900011218.22
2013,Gross savings (current LCU),4380920618993.77
2014,Gross savings (current LCU),4932413309964.68
2015,Gross savings (current LCU),4968977271387.39
2016,Gross savings (current LCU),5304621886575.25
2017,Gross savings (current LCU),5875728920696.39
2018,Gross savings (current LCU),6174922134853.77
2019,Gross savings (current LCU),6197933989078.77
2020,Gross savings (current LCU),4455252649565.42
2021,Gross savings (current LCU),3921510689666.38
2022,Gross savings (current LCU),4950572604102.18
2023,Gross savings (current LCU),6647459932610.9
2024,Gross savings (current LCU),7732909353232.79
1960,Gross savings (current US$),12350024021.3174
1961,Gross savings (current US$),12350024021.3174
1962,Gross savings (current US$),12350024021.3174
1963,Gross savings (current US$),12350024021.3174
1964,Gross savings (current US$),12350024021.3174
1965,Gross savings (current US$),12350024021.3174
1966,Gross savings (current US$),12350024021.3174
1967,Gross savings (current US$),12350024021.3174
1968,Gross savings (current US$),12350024021.3174
1969,Gross savings (current US$),12350024021.3174
1970,Gross savings (current US$),12350024021.3174
1971,Gross savings (current US$),12350024021.3174
1972,Gross savings (current US$),12350024021.3174
1973,Gross savings (current US$),12350024021.3174
1974,Gross savings (current US$),12350024021.3174
1975,Gross savings (current US$),12350024021.3174
1976,Gross savings (current US$),12350024021.3174
1977,Gross savings (current US$),12350024021.3174
1978,Gross savings (current US$),12350024021.3174
1979,Gross savings (current US$),12350024021.3174
1980,Gross savings (current US$),12350024021.3174
1981,Gross savings (current US$),12350024021.3174
1982,Gross savings (current US$),11855802190.8665
1983,Gross savings (current US$),11562298887.3018
1984,Gross savings (current US$),8493054345.16251
1985,Gross savings (current US$),6366128697.26369
1986,Gross savings (current US$),6284766587.26617
1987,Gross savings (current US$),8241913334.15177
1988,Gross savings (current US$),9763960411.09901
1989,Gross savings (current US$),10757468835.9765
1990,Gross savings (current US$),11333924380.8231
1991,Gross savings (current US$),10871576809.9163
1992,Gross savings (current US$),12513504920.3347
1993,Gross savings (current US$),12625223677.8518
1994,Gross savings (current US$),16402986936.9414
1995,Gross savings (current US$),18566845673.2936
1996,Gross savings (current US$),21207556955.4587
1997,Gross savings (current US$),22502922664.2988
1998,Gross savings (current US$),22064026526.5125
1999,Gross savings (current US$),30802886367.5476
2000,Gross savings (current US$),27938742758.0628
2001,Gross savings (current US$),27325438306.7347
2002,Gross savings (current US$),29734226542.1303
2003,Gross savings (current US$),30994582448.2417
2004,Gross savings (current US$),34418493841.0954
2005,Gross savings (current US$),40574088496.4181
2006,Gross savings (current US$),47522888811.8182
2007,Gross savings (current US$),57329698206.8489
2008,Gross savings (current US$),65425321892.7292
2009,Gross savings (current US$),66780117600.4155
2010,Gross savings (current US$),82829741982.7646
2011,Gross savings (current US$),86367585796.9098
2012,Gross savings (current US$),92020149076.4351
2013,Gross savings (current US$),103211174785.055
2014,Gross savings (current US$),111102516053.096
2015,Gross savings (current US$),109201475586.741
2016,Gross savings (current US$),111693970786.086
2017,Gross savings (current US$),116573318808.54
2018,Gross savings (current US$),117257015900.513
2019,Gross savings (current US$),119660976822.742
2020,Gross savings (current US$),89780026412.278
2021,Gross savings (current US$),79617149441.8934
2022,Gross savings (current US$),90873234167.4491
2023,Gross savings (current US$),119493376892.236
2024,Gross savings (current US$),134976801246.779
1960,Households and NPISHs Final consumption expenditure (annual % growth),4.90064922710141
1961,Households and NPISHs Final consumption expenditure (annual % growth),4.90064922710141
1962,Households and NPISHs Final consumption expenditure (annual % growth),5.70003317134551
1963,Households and NPISHs Final consumption expenditure (annual % growth),5.99948274105996
1964,Households and NPISHs Final consumption expenditure (annual % growth),3.99991552844874
1965,Households and NPISHs Final consumption expenditure (annual % growth),4.89899476614096
1966,Households and NPISHs Final consumption expenditure (annual % growth),5.09897163888404
1967,Households and NPISHs Final consumption expenditure (annual % growth),5.04316219417984
1968,Households and NPISHs Final consumption expenditure (annual % growth),4.63382442769222
1969,Households and NPISHs Final consumption expenditure (annual % growth),3.96537910048976
1970,Households and NPISHs Final consumption expenditure (annual % growth),2.96522805683892
1971,Households and NPISHs Final consumption expenditure (annual % growth),3.38143673358169
1972,Households and NPISHs Final consumption expenditure (annual % growth),3.29933111879694
1973,Households and NPISHs Final consumption expenditure (annual % growth),5.75828403237257
1974,Households and NPISHs Final consumption expenditure (annual % growth),4.88678340292313
1975,Households and NPISHs Final consumption expenditure (annual % growth),4.79890311660066
1976,Households and NPISHs Final consumption expenditure (annual % growth),4.99858905832077
1977,Households and NPISHs Final consumption expenditure (annual % growth),5.27431314312162
1978,Households and NPISHs Final consumption expenditure (annual % growth),5.21313814989324
1979,Households and NPISHs Final consumption expenditure (annual % growth),4.84923182959835
1980,Households and NPISHs Final consumption expenditure (annual % growth),4.50766968265737
1981,Households and NPISHs Final consumption expenditure (annual % growth),2.65573573131437
1982,Households and NPISHs Final consumption expenditure (annual % growth),3.5010341668509
1983,Households and NPISHs Final consumption expenditure (annual % growth),0.926604189631419
1984,Households and NPISHs Final consumption expenditure (annual % growth),1.23672680041575
1985,Households and NPISHs Final consumption expenditure (annual % growth),-0.546282595491604
1986,Households and NPISHs Final consumption expenditure (annual % growth),3.10742797579837
1987,Households and NPISHs Final consumption expenditure (annual % growth),3.46229017177559
1988,Households and NPISHs Final consumption expenditure (annual % growth),5.59570999920187
1989,Households and NPISHs Final consumption expenditure (annual % growth),4.55376499714856
