Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Philippines,PHL,2019,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,17.1278617540941
Philippines,PHL,2018,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,16.2602606069853
Philippines,PHL,2017,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,15.765890218929
Philippines,PHL,2016,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,15.6086838267982
Philippines,PHL,2015,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,15.4121688801411
Philippines,PHL,2014,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,15.7645049376627
Philippines,PHL,2013,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,15.829049805303
Philippines,PHL,2012,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,15.3098754875396
Philippines,PHL,2011,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,14.9144728404308
Philippines,PHL,2010,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,14.5390748057861
Philippines,PHL,2009,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,14.1789060398484
Philippines,PHL,2008,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,13.6353554008014
Philippines,PHL,2007,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,13.7211579137868
Philippines,PHL,2006,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,13.1770238009483
Philippines,PHL,2005,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,12.3985900794483
Philippines,PHL,2004,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,12.1593948499504
Philippines,PHL,2003,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,11.3053231502201
Philippines,PHL,2002,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,10.7615037106974
Philippines,PHL,2001,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,10.5243457310932
Philippines,PHL,2000,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,9.72591687176014
Philippines,PHL,1999,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,9.62661343099506
Philippines,PHL,1998,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,9.55981716268603
Philippines,PHL,1997,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,9.96598081864517
Philippines,PHL,1996,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,9.99528086804988
Philippines,PHL,1995,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,9.74432670195
Philippines,PHL,1994,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,9.80345425016666
Philippines,PHL,1993,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,10.4256994821402
Philippines,PHL,1992,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,9.66142752652112
Philippines,PHL,1991,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,10.1676396906463
Philippines,PHL,1990,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,10.6229610893331
Philippines,PHL,2022,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,54.4250767667774
Philippines,PHL,2021,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,49.9057625438824
Philippines,PHL,2020,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,47.0174525151428
Philippines,PHL,2019,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,48.6161448916357
Philippines,PHL,2018,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,54.0743638042794
Philippines,PHL,2017,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,49.8100381952249
Philippines,PHL,2016,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,47.8208374406454
Philippines,PHL,2015,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,49.3367264630033
Philippines,PHL,2014,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,43.8392582610698
Philippines,PHL,2013,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,43.9797805761775
Philippines,PHL,2012,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,42.9068252162772
Philippines,PHL,2011,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,41.6057341892919
Philippines,PHL,2010,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,42.6253482214275
Philippines,PHL,2009,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,37.4439336460678
Philippines,PHL,2008,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,42.7603612865669
Philippines,PHL,2007,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,43.3156332295316
Philippines,PHL,2006,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,45.3420717744696
Philippines,PHL,2005,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,44.7578925014601
Philippines,PHL,2004,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,49.6505002404135
Philippines,PHL,2003,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,47.5216491851143
Philippines,PHL,2002,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,48.1602512846163
Philippines,PHL,2001,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,55.5738084190364
Philippines,PHL,2000,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,51.7100934098601
Philippines,PHL,1999,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,51.9067932669472
Philippines,PHL,1998,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,55.4763492658048
Philippines,PHL,1997,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,57.994961991597
Philippines,PHL,1996,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,55.9441837617701
Philippines,PHL,1995,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,55.4102247825196
Philippines,PHL,1994,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,49.7010428017978
Philippines,PHL,1993,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,45.7228677615727
Philippines,PHL,1992,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,47.7274468851747
Philippines,PHL,1991,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,42.467706558278
Philippines,PHL,1990,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,41.8727299286032
Philippines,PHL,2022,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,16.05
Philippines,PHL,2021,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,16.05
Philippines,PHL,2020,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,17.35
Philippines,PHL,2019,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,16.48
Philippines,PHL,2018,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,16.45
Philippines,PHL,2017,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,16.74
Philippines,PHL,2016,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,18.69
Philippines,PHL,2015,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,19.63
Philippines,PHL,2014,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,20
Philippines,PHL,2013,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,20.17
Philippines,PHL,2012,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,22.14
Philippines,PHL,2011,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,22.31
Philippines,PHL,2010,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,22.17
Philippines,PHL,2009,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,24.49
Philippines,PHL,2008,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,24.74
Philippines,PHL,2007,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,24.57
Philippines,PHL,2006,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,26.01
Philippines,PHL,2005,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,24.16
Philippines,PHL,2004,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,25.78
Philippines,PHL,2003,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,24.33
Philippines,PHL,2002,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,25.1
Philippines,PHL,2001,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,25.95
Philippines,PHL,2000,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,27.49
Philippines,PHL,1999,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,26.04
Philippines,PHL,1998,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,22.14
Philippines,PHL,1997,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,19.11
Philippines,PHL,1996,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,18.6
Philippines,PHL,1995,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,17.93
Philippines,PHL,1994,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,19.28
Philippines,PHL,1993,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,19.12
Philippines,PHL,1992,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,18.03
Philippines,PHL,1991,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,19.45
Philippines,PHL,1990,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,19.59
Philippines,PHL,2022,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,66.2
Philippines,PHL,2021,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,65.61
Philippines,PHL,2020,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,64.25
Philippines,PHL,2019,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,65.72
Philippines,PHL,2018,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,65.85
Philippines,PHL,2017,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,65.31
Philippines,PHL,2016,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,62.81
Philippines,PHL,2015,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,61.21
Philippines,PHL,2014,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,59.54
Philippines,PHL,2013,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,58.52
Philippines,PHL,2012,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,56.69
Philippines,PHL,2011,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,56.4
Philippines,PHL,2010,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,56.97
Philippines,PHL,2009,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,54.47
Philippines,PHL,2008,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,55.53
Philippines,PHL,2007,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,55.48
Philippines,PHL,2006,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,54.38
Philippines,PHL,2005,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,57.07
Philippines,PHL,2004,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,55.58
Philippines,PHL,2003,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,56.75
Philippines,PHL,2002,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,55.52
Philippines,PHL,2001,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,53.94
Philippines,PHL,2000,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,52.91
Philippines,PHL,1999,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,53.24
Philippines,PHL,1998,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,56.13
Philippines,PHL,1997,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,57.85
Philippines,PHL,1996,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,56.56
Philippines,PHL,1995,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,55.89
Philippines,PHL,1994,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,52
Philippines,PHL,1993,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,47.71
Philippines,PHL,1992,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,49.33
Philippines,PHL,1991,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,44.76
Philippines,PHL,1990,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,41.19
Philippines,PHL,2022,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,58.2412762588087
Philippines,PHL,2021,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,59.9458762997632
Philippines,PHL,2020,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,61.282727941913
Philippines,PHL,2019,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,58.3844039820655
Philippines,PHL,2018,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,61.4996293214642
Philippines,PHL,2017,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,63.4280707345895
Philippines,PHL,2016,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,64.0669009057075
Philippines,PHL,2015,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,64.8837946026223
Philippines,PHL,2014,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,63.4336443773073
Philippines,PHL,2013,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,63.1749860098982
Philippines,PHL,2012,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,65.3173176237704
Philippines,PHL,2011,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,67.0489671810028
Philippines,PHL,2010,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,68.7801674699431
Philippines,PHL,2009,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,70.5273028250273
Philippines,PHL,2008,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,73.3387558010573
Philippines,PHL,2007,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,72.8801465797004
Philippines,PHL,2006,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,75.8896709231132
Philippines,PHL,2005,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,80.6543319516291
Philippines,PHL,2004,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,82.2409348771235
Philippines,PHL,2003,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,88.4539067758124
Philippines,PHL,2002,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,92.9238168645477
Philippines,PHL,2001,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,95.0177831050905
Philippines,PHL,2000,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,102.81806982163
Philippines,PHL,1999,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,103.878690794862
Philippines,PHL,1998,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,104.604511046844
Philippines,PHL,1997,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,100.341353068743
Philippines,PHL,1996,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,100.047213600222
Philippines,PHL,1995,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,102.623816974433
Philippines,PHL,1994,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,102.004862213031
Philippines,PHL,1993,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,95.9168256972163
Philippines,PHL,1992,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,103.504373163795
Philippines,PHL,1991,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,98.3512428080968
Philippines,PHL,1990,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,94.1357114641166
Philippines,PHL,2022,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,17.7435704256704
Philippines,PHL,2021,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,18.3415639480384
Philippines,PHL,2020,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,18.4075587535657
Philippines,PHL,2019,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,17.7948779842849
Philippines,PHL,2018,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,17.6996022141275
Philippines,PHL,2017,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,17.9483881647547
Philippines,PHL,2016,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,18.4977868836617
Philippines,PHL,2015,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,19.1619272673568
Philippines,PHL,2014,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,20.4645062933717
Philippines,PHL,2013,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,21.3092583677503
Philippines,PHL,2012,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,21.1706023384578
Philippines,PHL,2011,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,21.2841877880021
Philippines,PHL,2010,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,20.8618537791793
Philippines,PHL,2009,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,21.0379425685653
Philippines,PHL,2008,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,19.722181145592
Philippines,PHL,2007,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,19.9500174372106
Philippines,PHL,2006,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,19.607350022344
Philippines,PHL,2005,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,18.7716772482972
Philippines,PHL,2004,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,18.6393872151355
Philippines,PHL,2003,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,18.9203941820442
Philippines,PHL,2002,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,19.3770766500907
Philippines,PHL,2001,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,20.114540667624
Philippines,PHL,2000,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,19.6014849078272
Philippines,PHL,1999,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,20.7109470922651
Philippines,PHL,1998,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,21.7350136319796
Philippines,PHL,1997,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,23.0377891237493
Philippines,PHL,1996,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,24.8357127965523
Philippines,PHL,1995,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,26.1784761121598
Philippines,PHL,1994,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,28.7176523968154
Philippines,PHL,1993,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,33.1644227035859
Philippines,PHL,1992,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,32.6340485961317
Philippines,PHL,1991,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,35.7859750749938
Philippines,PHL,1990,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,39.2200229594785
Philippines,PHL,2022,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,884.680258485773
Philippines,PHL,2021,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,846.694921660693
Philippines,PHL,2020,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,820.957907826593
Philippines,PHL,2019,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,866.813544333681
Philippines,PHL,2018,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,829.103019663211
Philippines,PHL,2017,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,796.422905122381
Philippines,PHL,2016,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,773.021447487509
Philippines,PHL,2015,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,711.517150704445
Philippines,PHL,2014,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,672.72748123611
Philippines,PHL,2013,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,661.514731484876
Philippines,PHL,2012,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,644.478862259272
Philippines,PHL,2011,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,625.922315809972
Philippines,PHL,2010,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,622.210803986521
Philippines,PHL,2009,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,576.219019592782
Philippines,PHL,2008,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,573.263417512328
Philippines,PHL,2007,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,570.989787953654
Philippines,PHL,2006,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,557.463582483216
Philippines,PHL,2005,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,565.23838255611
Philippines,PHL,2004,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,564.040508873111
Philippines,PHL,2003,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,544.423474364741
Philippines,PHL,2002,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,511.587436783944
Philippines,PHL,2001,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,507.926832983692
Philippines,PHL,2000,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,489.102741930442
Philippines,PHL,1999,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,458.861806907973
Philippines,PHL,1998,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,471.652157648642
Philippines,PHL,1997,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,456.779103871379
Philippines,PHL,1996,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,423.589105020593
Philippines,PHL,1995,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,394.337070749307
Philippines,PHL,1994,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,372.721881480933
Philippines,PHL,1993,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,330.827699629772
Philippines,PHL,1992,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,330.657990288372
Philippines,PHL,1991,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,349.055839910159
Philippines,PHL,1990,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,355.534464219411
Philippines,PHL,1989,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,355.437975779422
Philippines,PHL,1988,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,337.986615522456
Philippines,PHL,1987,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,314.731569598526
Philippines,PHL,1986,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,306.752164888045
Philippines,PHL,1985,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,344.484051457006
Philippines,PHL,1984,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,335.906994766667
Philippines,PHL,1983,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,357.316520361677
Philippines,PHL,1982,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,333.953326659395
Philippines,PHL,1981,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,333.247302411453
Philippines,PHL,1980,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,368.476725583812
Philippines,PHL,1979,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,340.268869021866
Philippines,PHL,1978,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,323.420935133675
Philippines,PHL,1977,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,322.89064798604
Philippines,PHL,1976,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,323.576817539248
Philippines,PHL,1975,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,308.303545614229
